"Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
142,"Cigar City Brewing Company","Tampa","FL","Wandering Pelican",2013,0.082,65,"American Black Ale",12
142,"Cigar City Brewing Company","Tampa","FL","Maduro Brown Ale",571,0.055,25,"American Brown Ale",12
142,"Cigar City Brewing Company","Tampa","FL","Hotter Than Helles Lager",570,0.05,NA,"Munich Helles Lager",12
142,"Cigar City Brewing Company","Tampa","FL","Operation Homefront",2014,0.062,65,"American IPA",12
142,"Cigar City Brewing Company","Tampa","FL","Maduro Brown Ale",1138,0.055,25,"English Brown Ale",12
142,"Cigar City Brewing Company","Tampa","FL","Tropical Heatwave",1243,0.052,NA,"American Pale Wheat Ale",16
142,"Cigar City Brewing Company","Tampa","FL","Cubano Espresso",2349,0.055,25,"Bock",12
142,"Cigar City Brewing Company","Tampa","FL","Jai Alai IPA",546,0.075,70,"American IPA",12
142,"Cigar City Brewing Company","Tampa","FL","Gwar Beer",1369,0.055,NA,"American Pale Ale (APA)",12
142,"Cigar City Brewing Company","Tampa","FL","Hopped on the High Seas (Ahtanum)",1692,0.07,60,"American IPA",12
142,"Cigar City Brewing Company","Tampa","FL","Hopped on the High Seas (Hop #529)",1726,0.07,60,"American IPA",12
143,"Third Street Brewhouse","Cold Spring","MN","Hunny Do Wheat",2347,0.048,18,"American Pale Wheat Ale",12
143,"Third Street Brewhouse","Cold Spring","MN","Rise to the Top",1780,0.041,NA,"Cream Ale",12
143,"Third Street Brewhouse","Cold Spring","MN","Three Way Pale Ale",1781,0.052,NA,"American Pale Ale (APA)",12
143,"Third Street Brewhouse","Cold Spring","MN","Lost Trout Brown Ale",1779,0.049,NA,"American Brown Ale",12
144,"Narragansett Brewing Company","Providence","RI","Narragansett Bohemian Pilsner",1291,0.086,35,"German Pilsener",16
144,"Narragansett Brewing Company","Providence","RI","Narragansett Porter",316,0.07,22,"American Porter",16
144,"Narragansett Brewing Company","Providence","RI","Narragansett Summer Ale",1093,0.042,24,"American Pale Wheat Ale",12
144,"Narragansett Brewing Company","Providence","RI","Narragansett Cream Ale",580,0.05,22,"Cream Ale",16
144,"Narragansett Brewing Company","Providence","RI","Narragansett Summer Ale",403,0.042,24,"American Pale Wheat Ale",16
144,"Narragansett Brewing Company","Providence","RI","Bohemian Pils",2224,0.052,30,"American Pilsner",16
144,"Narragansett Brewing Company","Providence","RI","Narragansett Fest Lager",314,0.055,15,"Märzen / Oktoberfest",16
144,"Narragansett Brewing Company","Providence","RI","Narragansett Bock",315,0.065,32,"Bock",16
144,"Narragansett Brewing Company","Providence","RI","Autocrat Coffee Milk Stout",1775,0.053,30,"Milk / Sweet Stout",16
144,"Narragansett Brewing Company","Providence","RI","Gansett Light",2345,0.037,10,"Light Lager",16
145,"Grimm Brothers Brewhouse","Loveland","CO","Little Red Cap",2339,0.063,43,"Altbier",12
146,"Cisco Brewers","Nantucket","MA","Pumple Drumkin",1365,0.06,NA,"Pumpkin Ale",12
146,"Cisco Brewers","Nantucket","MA","Indie Pale Ale",656,0.065,NA,"American IPA",12
146,"Cisco Brewers","Nantucket","MA","Summer of Lager",657,0.062,NA,"Munich Helles Lager",12
146,"Cisco Brewers","Nantucket","MA","Grey Lady",1094,0.045,NA,"Witbier",12
146,"Cisco Brewers","Nantucket","MA","Shark Tracker Light lager",2338,0.048,NA,"Light Lager",12
146,"Cisco Brewers","Nantucket","MA","Sankaty Light Lager",359,0.038,NA,"Light Lager",12
146,"Cisco Brewers","Nantucket","MA","Whale's Tale Pale Ale",56,0.056,NA,"English Pale Ale",12
147,"Angry Minnow","Hayward","WI","Charlie's Rye IPA",2337,0.06,NA,"American IPA",16
148,"Platform Beer Company","Cleveland","OH","New Cleveland Palesner",2336,0.05,NA,"American Pilsner",12
149,"Odyssey Beerwerks","Arvada","CO","Ghose Drifter Pale Ale",1720,0.051,NA,"American Pale Ale (APA)",12
149,"Odyssey Beerwerks","Arvada","CO","Heliocentric Hefeweizen",1721,0.047,NA,"Hefeweizen",12
149,"Odyssey Beerwerks","Arvada","CO","Perpetual Darkness",2335,0.092,72,"Belgian Strong Dark Ale",12
149,"Odyssey Beerwerks","Arvada","CO","Psycho Penguin Vanilla Porter",2333,0.054,36,"American Porter",12
149,"Odyssey Beerwerks","Arvada","CO","Ghost Rider Pale Ale (2013)",1431,0.051,NA,"American Pale Ale (APA)",12
149,"Odyssey Beerwerks","Arvada","CO","Clan Warrior",2334,0.087,29,"Scotch Ale / Wee Heavy",12
149,"Odyssey Beerwerks","Arvada","CO","Helios Hefeweizen (2013)",1430,0.047,NA,"Hefeweizen",12
150,"Lonerider Brewing Company","Raleigh","NC","Deadeye Jack",2332,0.06,NA,"American Porter",12
150,"Lonerider Brewing Company","Raleigh","NC","Shotgun Betty",2327,0.058,11,"Hefeweizen",12
150,"Lonerider Brewing Company","Raleigh","NC","Peacemaker Pale Ale",2329,0.057,47,"American Pale Ale (APA)",12
150,"Lonerider Brewing Company","Raleigh","NC","Sweet Josie",2326,0.061,30,"American Brown Ale",12
150,"Lonerider Brewing Company","Raleigh","NC","Pistols at Dawn",2330,0.075,NA,"American Stout",16
151,"Oakshire Brewing","Eugene","OR","Oakshire Amber Ale",1669,0.054,24,"American Amber / Red Ale",12
151,"Oakshire Brewing","Eugene","OR","Overcast Espresso Stout",1668,0.058,27,"American Stout",12
151,"Oakshire Brewing","Eugene","OR","Watershed IPA",2331,0.067,70,"American IPA",12
151,"Oakshire Brewing","Eugene","OR","Watershed IPA (2013)",999,0.067,70,"American IPA",12
152,"Fort Pitt Brewing Company","Latrobe","PA","Fort Pitt Ale",2322,NA,NA,"American Amber / Red Ale",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Turnrow Harvest Ale",2321,0.055,NA,"American Blonde Ale",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Tin Roof Watermelon Wheat",1428,0.05,21,"Fruit / Vegetable Beer",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Parade Ground Coffee Porter",1754,0.07,35,"American Porter",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Juke Joint IPA",1755,0.07,60,"American IPA",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Voodoo Bengal Pale Ale",495,0.055,37,"American Pale Ale (APA)",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Tin Roof Blonde Ale",529,0.045,18,"American Blonde Ale",12
153,"Tin Roof Brewing Company","Baton Rouge","LA","Perfect Tin Amber",494,0.045,28,"American Amber / Red Ale",12
154,"Three Creeks Brewing","Sisters","OR","Knotty Blonde Ale",2319,0.04,18,"American Blonde Ale",12
154,"Three Creeks Brewing","Sisters","OR","Fivepine Chocolate Porter",2317,0.062,40,"American Porter",12
154,"Three Creeks Brewing","Sisters","OR","Hoodoo Voodoo IPA",2316,0.062,82,"American IPA",12
155,"2 Towns Ciderhouse","Corvallis","OR","Ginja Ninja",2318,0.06,NA,"Cider",12
155,"2 Towns Ciderhouse","Corvallis","OR","BrightCider",1502,0.06,NA,"Cider",12
155,"2 Towns Ciderhouse","Corvallis","OR","Cherried Away",2170,0.06,NA,"Cider",12
155,"2 Towns Ciderhouse","Corvallis","OR","Rhubarbarian",2169,0.06,NA,"Cider",12
156,"Caldera Brewing Company","Ashland","OR","Caldera IPA (2007)",792,0.061,94,"American IPA",12
156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2011)",38,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Brewing Company","Ashland","OR","Caldera IPA",36,0.061,94,"American IPA",12
156,"Caldera Brewing Company","Ashland","OR","Lawnmower Lager",878,0.039,16,"American Adjunct Lager",12
156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2007)",788,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Brewing Company","Ashland","OR","Caldera IPA (2009)",793,0.061,94,"American IPA",12
156,"Caldera Brewing Company","Ashland","OR","Pilot Rock Porter",1808,0.06,NA,"American Porter",12
156,"Caldera Brewing Company","Ashland","OR","Hopportunity Knocks IPA",2315,0.068,100,"American IPA",12
156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2010)",791,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale",1419,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Brewing Company","Ashland","OR","Ashland Amber Ale (2009)",794,0.054,24,"American Amber / Red Ale",12
156,"Caldera Brewing Company","Ashland","OR","Ashland Amber Ale",37,0.054,24,"American Amber / Red Ale",12
156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2009)",790,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Brewing Company","Ashland","OR","Caldera Pale Ale (2005)",789,0.056,55,"American Pale Ale (APA)",12
157,"Greenbrier Valley Brewing Company","Lewisburg","WV","Wild Trail Pale Ale",2314,0.057,44,"American Pale Ale (APA)",12
157,"Greenbrier Valley Brewing Company","Lewisburg","WV","Mothman Black IPA",2313,0.067,71,"American Black Ale",12
158,"Phoenix Ale Brewery","Phoenix","AZ","Camelback",2312,0.061,60,"American IPA",12
159,"Lumberyard Brewing Company","Flagstaff","AZ","Lumberyard IPA",355,0.061,NA,"American IPA",12
159,"Lumberyard Brewing Company","Flagstaff","AZ","Lumberyard Red Ale",125,0.058,NA,"American Amber / Red Ale",12
159,"Lumberyard Brewing Company","Flagstaff","AZ","Knotty Pine",2311,0.054,NA,"American Pale Ale (APA)",12
159,"Lumberyard Brewing Company","Flagstaff","AZ","Lumberyard Pilsner",1153,0.053,20,"American Pilsner",12
160,"Uinta Brewing Company","Salt Lake City","UT","Hop Notch IPA (2013)",1089,0.073,82,"American IPA",12
160,"Uinta Brewing Company","Salt Lake City","UT","WYLD Extra Pale Ale",974,0.04,29,"American Pale Ale (APA)",12
160,"Uinta Brewing Company","Salt Lake City","UT","Organic Baba Black Lager",1097,0.04,32,"Schwarzbier",12
160,"Uinta Brewing Company","Salt Lake City","UT","PUNK'N",2310,0.05,10,"Pumpkin Ale",12
160,"Uinta Brewing Company","Salt Lake City","UT","Hop Nosh IPA",1723,0.073,83,"American IPA",12
160,"Uinta Brewing Company","Salt Lake City","UT","SUM'R",1212,0.04,17,"American Blonde Ale",12
160,"Uinta Brewing Company","Salt Lake City","UT","Trader Session IPA",1925,0.04,42,"American IPA",12
160,"Uinta Brewing Company","Salt Lake City","UT","Cutthroat Pale Ale",1088,0.04,34,"American Pale Ale (APA)",12
160,"Uinta Brewing Company","Salt Lake City","UT","Yard Sale Winter Lager",2100,0.04,22,"American Amber / Red Lager",12
161,"Four Peaks Brewing Company","Tempe","AZ","Kilt Lifter Scottish-Style Ale",1635,0.06,21,"",12
161,"Four Peaks Brewing Company","Tempe","AZ","Pumpkin Porter",1616,0.051,NA,"American Porter",12
161,"Four Peaks Brewing Company","Tempe","AZ","Hop Knot IPA",358,0.067,47,"American IPA",12
161,"Four Peaks Brewing Company","Tempe","AZ","Sunbru Kölsch",178,0.052,NA,"Kölsch",12
161,"Four Peaks Brewing Company","Tempe","AZ","Four Peaks Peach Ale",1585,0.042,9,"Fruit / Vegetable Beer",12
161,"Four Peaks Brewing Company","Tempe","AZ","Kilt Lifter Scottish-Style Ale (2009)",179,0.06,21,"Scottish Ale",12
161,"Four Peaks Brewing Company","Tempe","AZ","Sunbru Kölsch",2309,0.052,17,"Kölsch",12
162,"Martin House Brewing Company","Fort Worth","TX","Day Break 4-Grain Breakfast Beer",1233,0.05,NA,"Rye Beer",16
162,"Martin House Brewing Company","Fort Worth","TX","River House",2308,0.05,20,"Saison / Farmhouse Ale",16
162,"Martin House Brewing Company","Fort Worth","TX","The Imperial Texan",2120,0.08,NA,"American Double / Imperial IPA",16
162,"Martin House Brewing Company","Fort Worth","TX","The Imperial Texan",1234,0.08,NA,"American Double / Imperial IPA",12
162,"Martin House Brewing Company","Fort Worth","TX","There Will Be Stout",1231,0.065,NA,"American Stout",12
162,"Martin House Brewing Company","Fort Worth","TX","Pretzel Stout",2268,0.065,47,"American Stout",16
162,"Martin House Brewing Company","Fort Worth","TX","River House Saison",1232,0.05,NA,"Saison / Farmhouse Ale",12
162,"Martin House Brewing Company","Fort Worth","TX","Rubberneck Red",2197,0.05,35,"American Amber / Red Ale",16
163,"Right Brain Brewery","Traverse City","MI","Smooth Operator",2307,0.038,NA,"Cream Ale",16
164,"Sly Fox Brewing Company","Phoenixville","PA","Homefront IPA",2305,0.06,70,"American IPA",12
165,"Round Guys Brewing","Lansdale","PA","Sundown",2304,0.071,36,"Saison / Farmhouse Ale",12
165,"Round Guys Brewing","Lansdale","PA","Fear of a Brett Planet",2053,0.051,NA,"American Pale Ale (APA)",12
165,"Round Guys Brewing","Lansdale","PA","Sanctified",2249,0.099,NA,"Belgian Strong Pale Ale",12
165,"Round Guys Brewing","Lansdale","PA","Dog Days Summer Ale",1552,0.045,28,"Kölsch",12
165,"Round Guys Brewing","Lansdale","PA","Original Slacker Ale",1842,0.056,40,"English Brown Ale",12
165,"Round Guys Brewing","Lansdale","PA","Kiss Off IPA",1782,0.063,NA,"American IPA",12
165,"Round Guys Brewing","Lansdale","PA","Alpha Blackback",1841,0.072,NA,"American Black Ale",12
166,"Great Crescent Brewery","Aurora","IN","Aurora Lager (2011)",626,0.057,27,"Dortmunder / Export Lager",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Mild Ale",439,0.042,26,"English Dark Mild Ale",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Brown Ale",649,0.045,36,"American Brown Ale",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Oktoberfest Lager",930,0.057,25,"Märzen / Oktoberfest",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent IPA",1701,0.062,60,"American IPA",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent IPA (2011)",436,0.062,60,"American IPA",16
166,"Great Crescent Brewery","Aurora","IN","Cherry Ale",1990,0.057,18,"Fruit / Vegetable Beer",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Blonde Ale",1699,0.053,22,"American Blonde Ale",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Stout",442,0.08,66,"English Stout",16
166,"Great Crescent Brewery","Aurora","IN","Cherry Ale (1)",639,0.057,18,"Fruit / Vegetable Beer",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Coconut Porter",1269,0.056,33,"American Porter",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Belgian Style Wit",478,0.051,13,"Witbier",16
166,"Great Crescent Brewery","Aurora","IN","Frosted Fields Winter Wheat",615,0.06,25,"American Dark Wheat Ale",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Blonde Ale (2011)",389,0.053,22,"American Blonde Ale",16
166,"Great Crescent Brewery","Aurora","IN","Beer Agent Re-Ignition",2303,0.053,22,"American Blonde Ale",16
166,"Great Crescent Brewery","Aurora","IN","Bourbon Barrel Aged Coconut Porter",1702,0.056,33,"American Porter",16
166,"Great Crescent Brewery","Aurora","IN","Bourbon's Barrel Stout",455,0.075,65,"American Stout",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Coconut Porter (2012)",441,0.056,33,"American Porter",16
166,"Great Crescent Brewery","Aurora","IN","Aurora Lager",1700,0.057,27,"Dortmunder / Export Lager",16
166,"Great Crescent Brewery","Aurora","IN","Great Crescent Dark Lager",440,0.057,23,"Euro Dark Lager",16
167,"Oskar Blues Brewery","Longmont","CO","Mama's Little Yella Pils",1167,0.053,35,"Czech Pilsener",19.2
167,"Oskar Blues Brewery","Longmont","CO","CAN'D AID Foundation",1790,NA,NA,"",12
167,"Oskar Blues Brewery","Longmont","CO","Chaka",661,0.08,NA,"Belgian Strong Pale Ale",16
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale",1444,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","oSKAr the G'Rauch",993,0.085,NA,"American IPA",19.2
167,"Oskar Blues Brewery","Longmont","CO","15th Anniversary Abbey Ale (2012)",720,0.09,NA,"Belgian Dark Ale",16
167,"Oskar Blues Brewery","Longmont","CO","Birth IPA",1750,NA,NA,"American IPA",12
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale",1252,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","Icey.P.A.",1752,NA,NA,"American IPA",16
167,"Oskar Blues Brewery","Longmont","CO","Pinner Throwback IPA",2302,0.049,35,"American IPA",12
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale (10 Year Anniversary)",892,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","Mama's Little Yella Pils",7,0.053,35,"Czech Pilsener",12
167,"Oskar Blues Brewery","Longmont","CO","One Nut Brown",1751,0.05,NA,"English Brown Ale",12
167,"Oskar Blues Brewery","Longmont","CO","The CROWLER™",1796,NA,NA,"",32
167,"Oskar Blues Brewery","Longmont","CO","Old Chub NITRO",1859,0.08,NA,"Scotch Ale / Wee Heavy",16
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale (2010)",754,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale (2011)",755,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","HGH (Home Grown Hops): Part Duh",585,0.08,70,"American Strong Ale",12
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale",955,0.065,65,"American Pale Ale (APA)",19.2
167,"Oskar Blues Brewery","Longmont","CO","Old Chub",5,0.08,35,"Scottish Ale",12
167,"Oskar Blues Brewery","Longmont","CO","The Deuce",933,0.07,NA,"American Brown Ale",16
167,"Oskar Blues Brewery","Longmont","CO","G'KNIGHT (12 oz.)",388,0.087,85,"American Double / Imperial IPA",12
167,"Oskar Blues Brewery","Longmont","CO","Deviant Dale's IPA",565,0.08,NA,"American Double / Imperial IPA",16
167,"Oskar Blues Brewery","Longmont","CO","Ten Fidy Imperial Stout",8,0.099,98,"Russian Imperial Stout",12
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale",1,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","Gordon Ale (2009)",4,0.087,85,"American Double / Imperial IPA",12
167,"Oskar Blues Brewery","Longmont","CO","Centennial State Pale Ale",1883,0.052,NA,"American Pale Ale (APA)",19.2
167,"Oskar Blues Brewery","Longmont","CO","GUBNA Imperial IPA",6,0.099,100,"American Double / Imperial IPA",12
167,"Oskar Blues Brewery","Longmont","CO","oSKAr the G'Rauch",992,0.085,NA,"American IPA",16
167,"Oskar Blues Brewery","Longmont","CO","G'KNIGHT (16 oz.)",726,0.087,85,"American Double / Imperial IPA",16
167,"Oskar Blues Brewery","Longmont","CO","Dale's Pale Ale (2012)",828,0.065,65,"American Pale Ale (APA)",12
167,"Oskar Blues Brewery","Longmont","CO","Gordon Imperial Red (2010)",806,0.087,85,"American Double / Imperial IPA",12
167,"Oskar Blues Brewery","Longmont","CO","One Hit Wonder",391,0.09,60,"American Double / Imperial IPA",12
168,"Boxcar Brewing Company","West Chester","PA","Passenger",2298,0.047,NA,"English Dark Mild Ale",12
168,"Boxcar Brewing Company","West Chester","PA","1492",2300,0.065,NA,"American Pale Ale (APA)",12
168,"Boxcar Brewing Company","West Chester","PA","Mango Ginger",2299,0.058,NA,"American IPA",12
169,"High Hops Brewery","Windsor","CO","The Power of Zeus",2294,0.07,68,"American Pale Ale (APA)",12
169,"High Hops Brewery","Windsor","CO","The Golden One",2295,0.063,21,"American Pilsner",12
170,"Crooked Fence Brewing Company","Garden City","ID","Rusty Nail Pale Ale",1104,0.056,NA,"American Pale Ale (APA)",12
170,"Crooked Fence Brewing Company","Garden City","ID","Aviator Raspberry Blonde",2293,0.049,25,"American Blonde Ale",12
170,"Crooked Fence Brewing Company","Garden City","ID","3 Picket Porter",1105,0.055,NA,"American Porter",12
